CENTRALWAVELNG,BANDWIDTH,PL_TRANDEP,PL_TRANDEPERR1,PL_TRANDEPERR2,PL_TRANDEP_AUTHORS,PL_RATROR,PL_RATRORERR1,PL_RATRORERR2,PL_RATROR_AUTHORS,PL_RADJ,PL_RADJERR1,PL_RADJERR2,PL_RADJ_AUTHORS,PL_TRANMID,PL_TRANMIDERR1,PL_TRANMIDERR2,ST_RAD,ST_RADERR1,ST_RADERR2,ST_RAD_AUTHORS
1.10338,0.00552,0.55057,0.00337,-0.00337,Cadieux et al. 2024,0.0742,0.00023,-0.00023,Calculated,0.1559,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.11447,0.00557,0.55697,0.00316,-0.00316,Cadieux et al. 2024,0.07463,0.00021,-0.00021,Calculated,0.1568,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.12567,0.00563,0.56175,0.00294,-0.00294,Cadieux et al. 2024,0.07495,0.0002,-0.0002,Calculated,0.1575,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.13698,0.00568,0.55061,0.00333,-0.00333,Cadieux et al. 2024,0.0742,0.00022,-0.00022,Calculated,0.1559,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.14841,0.00574,0.55985,0.00303,-0.00303,Cadieux et al. 2024,0.07482,0.0002,-0.0002,Calculated,0.1572,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.15995,0.0058,0.55616,0.00282,-0.00282,Cadieux et al. 2024,0.07458,0.00019,-0.00019,Calculated,0.1567,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.17161,0.00586,0.55365,0.00317,-0.00317,Cadieux et al. 2024,0.07441,0.00021,-0.00021,Calculated,0.1563,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.18338,0.00592,0.56088,0.00303,-0.00303,Cadieux et al. 2024,0.07489,0.0002,-0.0002,Calculated,0.1573,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.19527,0.00598,0.55335,0.00279,-0.00279,Cadieux et al. 2024,0.07439,0.00019,-0.00019,Calculated,0.1563,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.20729,0.00604,0.55212,0.00281,-0.00281,Cadieux et al. 2024,0.0743,0.00019,-0.00019,Calculated,0.1561,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.21942,0.0061,0.55097,0.003,-0.003,Cadieux et al. 2024,0.07423,0.0002,-0.0002,Calculated,0.1559,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.23168,0.00616,0.55477,0.00304,-0.00304,Cadieux et al. 2024,0.07448,0.0002,-0.0002,Calculated,0.1565,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.24405,0.00622,0.55198,0.00301,-0.00301,Cadieux et al. 2024,0.0743,0.0002,-0.0002,Calculated,0.1561,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.25656,0.00628,0.55151,0.00281,-0.00281,Cadieux et al. 2024,0.07426,0.00019,-0.00019,Calculated,0.156,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.26919,0.00635,0.55173,0.00289,-0.00289,Cadieux et al. 2024,0.07428,0.00019,-0.00019,Calculated,0.1561,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.28194,0.00641,0.5583,0.00309,-0.00309,Cadieux et al. 2024,0.07472,0.00021,-0.00021,Calculated,0.157,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.29483,0.00647,0.54745,0.00306,-0.00306,Cadieux et al. 2024,0.07399,0.00021,-0.00021,Calculated,0.1554,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.30784,0.00654,0.55546,0.00276,-0.00276,Cadieux et al. 2024,0.07453,0.00019,-0.00019,Calculated,0.1566,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.32098,0.0066,0.55621,0.00264,-0.00264,Cadieux et al. 2024,0.07458,0.00018,-0.00018,Calculated,0.1567,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.33426,0.00667,0.54967,0.00289,-0.00289,Cadieux et al. 2024,0.07414,0.00019,-0.00019,Calculated,0.1558,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.34767,0.00674,0.55515,0.00304,-0.00304,Cadieux et al. 2024,0.07451,0.0002,-0.0002,Calculated,0.1565,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
